time,open,high,low,close,volume,amount
2018-01-02,589.2754,597.82831152,580.76457958,592.5164147,4961248,3482407646.0
2018-01-03,590.538133,607.2903908,589.05652628,602.62669692,5201941,3713523701.0
2018-01-04,607.2903908,625.894657,605.54781926,620.48174154,7220508,5309890210.0
2018-01-05,623.790102,628.02446666,613.03161684,621.56769192,3998907,2946493013.0
2018-01-08,618.75600644,636.838343,618.75600644,633.15958086,5220456,3899951720.0
2018-01-09,633.22692662,659.146626,633.22692662,658.74255144,6459195,5001164506.0
2018-01-10,660.83027,664.09653936,651.13248056,661.42796362,4771424,3731993154.0
2018-01-11,662.513914,663.355736,649.886584,652.25210382,5065607,3942075854.0
2018-01-12,651.37660894,664.0291936,645.69431044,663.70930124,4598824,3577281776.0
2018-01-15,667.95208412,672.66628732,655.79617444,661.14174414,5247313,4136645487.0
2018-01-16,657.02523456,663.86924742,646.519296,650.67789668,6542833,5084966063.0
2018-01-17,648.20294,651.570228,621.69396522,629.62392846,9070954,6835580477.0
2018-01-18,629.62392846,643.99383,626.39133198,631.98944828,5897851,4443031234.0
2018-01-19,633.8077838,638.8587158,622.12329444,631.51802796,5092556,3818021990.0
2018-01-22,632.89019782,651.570228,632.89019782,651.26717208,6712675,5129674653.0
2018-01-23,654.77756982,656.62116,647.0243892,651.38502716,4954918,3836387690.0
2018-01-24,653.62427368,653.64111012,638.6061692,643.53924612,4329881,3311348774.0
2018-01-25,640.626542,653.253872,632.208322,647.49580952,5004072,3821875040.0
2018-01-26,645.87951128,654.4324228,643.152008,654.28089484,4397833,3389953777.0
2018-01-29,655.57730072,656.34335874,618.73917,619.85037504,7453551,5637041971.0
2018-01-30,619.580992,630.33105894,614.54689644,624.69926976,5191103,3852705098.0
2018-01-31,622.106458,649.64245562,622.106458,643.60659188,6040241,4601994781.0
2018-02-01,645.677474,645.9300206,633.82462024,637.87378406,5058261,3846421613.0
2018-02-02,633.23534484,634.08558506,610.32095,623.2850088,7542082,5583742782.0
2018-02-05,612.18979484,614.49638712,593.9896032,604.62181506,9899585,7104095616.0
2018-02-06,591.800866,608.3005772,591.800866,596.73394292,8816871,6270888575.0
2018-02-07,606.11184,609.37810936,574.13102222,575.32640946,8828998,6231141116.0
2018-02-08,574.2909684,604.428196,574.2909684,590.10880378,8340943,5860233484.0
2018-02-09,572.43896,580.76457958,553.918876,575.32640946,10557826,7160206330.0
